Show,EpId,ClipId,y
FluencyBank,024,3,NoStutteredWords
FluencyBank,024,4,NoStutteredWords
FluencyBank,024,5,NoStutteredWords
FluencyBank,024,8,NoStutteredWords
FluencyBank,024,9,NoStutteredWords
FluencyBank,024,13,NoStutteredWords
FluencyBank,024,15,NoStutteredWords
FluencyBank,024,16,NoStutteredWords
FluencyBank,024,19,NoStutteredWords
FluencyBank,024,20,NoStutteredWords
FluencyBank,024,22,Interjection
FluencyBank,024,29,NoStutteredWords
FluencyBank,024,36,NoStutteredWords
FluencyBank,024,39,Prolongation
FluencyBank,024,41,NoStutteredWords
FluencyBank,024,42,Interjection
FluencyBank,024,43,Interjection
FluencyBank,024,45,NoStutteredWords
FluencyBank,024,47,NoStutteredWords
FluencyBank,024,50,NoStutteredWords
FluencyBank,024,51,Interjection
FluencyBank,024,52,Interjection
FluencyBank,024,62,NoStutteredWords
FluencyBank,024,72,Interjection
FluencyBank,024,74,NoStutteredWords
FluencyBank,024,76,Prolongation
FluencyBank,024,80,NoStutteredWords
FluencyBank,024,82,NoStutteredWords
FluencyBank,024,84,Rep
FluencyBank,024,87,NoStutteredWords
FluencyBank,024,91,NoStutteredWords
FluencyBank,024,92,NoStutteredWords
FluencyBank,024,94,NoStutteredWords
FluencyBank,024,96,NoStutteredWords
FluencyBank,024,101,NoStutteredWords
FluencyBank,024,102,NoStutteredWords
FluencyBank,024,104,NoStutteredWords
FluencyBank,024,105,NoStutteredWords
FluencyBank,024,106,NoStutteredWords
FluencyBank,024,109,NoStutteredWords
FluencyBank,024,110,NoStutteredWords
FluencyBank,024,114,NoStutteredWords
FluencyBank,024,115,NoStutteredWords
FluencyBank,024,117,NoStutteredWords
FluencyBank,024,118,NoStutteredWords
FluencyBank,024,120,NoStutteredWords
FluencyBank,024,121,NoStutteredWords
FluencyBank,024,124,NoStutteredWords
FluencyBank,024,125,NoStutteredWords
FluencyBank,024,127,NoStutteredWords
FluencyBank,024,131,NoStutteredWords
FluencyBank,024,134,NoStutteredWords
FluencyBank,024,135,NoStutteredWords
FluencyBank,024,141,NoStutteredWords
FluencyBank,024,143,NoStutteredWords
FluencyBank,024,147,NoStutteredWords
FluencyBank,024,148,NoStutteredWords
FluencyBank,024,151,NoStutteredWords
FluencyBank,024,153,NoStutteredWords
FluencyBank,024,155,Interjection
FluencyBank,024,161,Rep
FluencyBank,024,163,NoStutteredWords
FluencyBank,024,168,NoStutteredWords
FluencyBank,024,171,NoStutteredWords
FluencyBank,024,174,Prolongation
FluencyBank,024,175,NoStutteredWords
FluencyBank,024,179,NoStutteredWords
FluencyBank,024,183,NoStutteredWords
FluencyBank,024,185,NoStutteredWords
FluencyBank,024,187,Interjection
FluencyBank,031,3,NoStutteredWords
FluencyBank,031,7,NoStutteredWords
FluencyBank,031,11,Interjection
FluencyBank,031,12,NoStutteredWords
FluencyBank,031,13,NoStutteredWords
FluencyBank,031,18,NoStutteredWords
FluencyBank,031,25,Interjection
FluencyBank,031,26,NoStutteredWords
FluencyBank,031,28,NoStutteredWords
FluencyBank,031,29,NoStutteredWords
FluencyBank,031,36,Interjection
FluencyBank,031,40,NoStutteredWords
FluencyBank,031,46,NoStutteredWords
FluencyBank,031,49,Interjection
FluencyBank,031,50,NoStutteredWords
FluencyBank,031,56,NoStutteredWords
FluencyBank,031,60,NoStutteredWords
FluencyBank,031,65,NoStutteredWords
FluencyBank,031,67,Interjection
FluencyBank,031,79,NoStutteredWords
FluencyBank,031,80,NoStutteredWords
FluencyBank,046,2,NoStutteredWords
FluencyBank,046,3,NoStutteredWords
FluencyBank,046,7,NoStutteredWords
FluencyBank,046,10,NoStutteredWords
FluencyBank,046,11,Rep
FluencyBank,046,12,NoStutteredWords
FluencyBank,046,13,NoStutteredWords
FluencyBank,046,14,NoStutteredWords
FluencyBank,046,15,NoStutteredWords
FluencyBank,046,17,NoStutteredWords
FluencyBank,046,19,NoStutteredWords
FluencyBank,046,20,NoStutteredWords
FluencyBank,046,22,Interjection
FluencyBank,046,24,NoStutteredWords
FluencyBank,046,27,Interjection
FluencyBank,046,37,NoStutteredWords
FluencyBank,046,39,NoStutteredWords
FluencyBank,046,45,NoStutteredWords
FluencyBank,046,48,NoStutteredWords
FluencyBank,046,52,Prolongation
FluencyBank,046,55,NoStutteredWords
FluencyBank,046,58,Rep
FluencyBank,046,60,Prolongation
FluencyBank,046,62,NoStutteredWords
FluencyBank,046,63,NoStutteredWords
FluencyBank,046,65,NoStutteredWords
FluencyBank,046,67,NoStutteredWords
FluencyBank,046,68,NoStutteredWords
FluencyBank,046,70,Prolongation
FluencyBank,046,77,NoStutteredWords
FluencyBank,046,85,NoStutteredWords
FluencyBank,046,89,NoStutteredWords
FluencyBank,046,92,NoStutteredWords
FluencyBank,046,97,NoStutteredWords
FluencyBank,046,98,NoStutteredWords
FluencyBank,046,100,NoStutteredWords
FluencyBank,046,101,NoStutteredWords
FluencyBank,046,103,Rep
FluencyBank,046,117,NoStutteredWords
FluencyBank,046,119,NoStutteredWords
FluencyBank,046,125,NoStutteredWords
FluencyBank,063,3,NoStutteredWords
FluencyBank,063,4,NoStutteredWords
FluencyBank,063,10,Interjection
FluencyBank,063,15,Interjection
FluencyBank,063,16,NoStutteredWords
FluencyBank,063,20,Interjection
FluencyBank,063,24,NoStutteredWords
FluencyBank,063,26,NoStutteredWords
FluencyBank,063,31,NoStutteredWords
FluencyBank,063,36,NoStutteredWords
FluencyBank,063,46,NoStutteredWords
FluencyBank,063,48,NoStutteredWords
FluencyBank,063,49,NoStutteredWords
FluencyBank,063,54,NoStutteredWords
FluencyBank,063,55,NoStutteredWords
FluencyBank,063,56,NoStutteredWords
FluencyBank,063,62,Rep
FluencyBank,063,64,NoStutteredWords
FluencyBank,063,65,NoStutteredWords
FluencyBank,063,78,NoStutteredWords
FluencyBank,063,84,NoStutteredWords
FluencyBank,063,88,NoStutteredWords
FluencyBank,063,93,NoStutteredWords
FluencyBank,063,94,NoStutteredWords
FluencyBank,063,95,NoStutteredWords
FluencyBank,063,96,NoStutteredWords
FluencyBank,063,97,NoStutteredWords
FluencyBank,063,98,NoStutteredWords
FluencyBank,063,99,NoStutteredWords
FluencyBank,063,101,NoStutteredWords
FluencyBank,063,103,NoStutteredWords
FluencyBank,063,104,Interjection
FluencyBank,063,105,NoStutteredWords
FluencyBank,063,106,NoStutteredWords
FluencyBank,063,109,Interjection
FluencyBank,063,116,NoStutteredWords
FluencyBank,063,117,NoStutteredWords
FluencyBank,063,131,NoStutteredWords
FluencyBank,063,138,Prolongation
FluencyBank,063,150,NoStutteredWords
FluencyBank,063,151,NoStutteredWords
FluencyBank,063,152,NoStutteredWords
FluencyBank,063,161,NoStutteredWords
FluencyBank,063,162,NoStutteredWords
FluencyBank,063,164,NoStutteredWords
FluencyBank,063,165,NoStutteredWords
FluencyBank,063,169,NoStutteredWords
FluencyBank,063,171,NoStutteredWords
FluencyBank,063,174,NoStutteredWords
FluencyBank,071,0,NoStutteredWords
FluencyBank,071,3,NoStutteredWords
FluencyBank,071,11,NoStutteredWords
FluencyBank,071,12,NoStutteredWords
FluencyBank,071,14,NoStutteredWords
FluencyBank,071,15,NoStutteredWords
FluencyBank,071,18,Prolongation
FluencyBank,071,32,NoStutteredWords
FluencyBank,071,36,NoStutteredWords
FluencyBank,071,38,NoStutteredWords
FluencyBank,071,92,NoStutteredWords
FluencyBank,071,94,NoStutteredWords
FluencyBank,071,120,Unsure
FluencyBank,076,11,NoStutteredWords
FluencyBank,076,20,Prolongation
FluencyBank,076,31,NoStutteredWords
FluencyBank,076,47,NoStutteredWords
FluencyBank,076,62,NoStutteredWords
FluencyBank,076,63,NoStutteredWords
FluencyBank,076,64,Interjection
FluencyBank,076,67,NoStutteredWords
FluencyBank,076,78,Rep
FluencyBank,076,86,NoStutteredWords
FluencyBank,076,87,NoStutteredWords
FluencyBank,076,91,NoStutteredWords
FluencyBank,076,92,NoStutteredWords
FluencyBank,076,93,Prolongation
FluencyBank,081,0,NoStutteredWords
FluencyBank,081,7,Rep
FluencyBank,081,8,Rep
FluencyBank,081,16,Rep
FluencyBank,081,23,NoStutteredWords
FluencyBank,081,26,NoStutteredWords
FluencyBank,081,27,Unsure
FluencyBank,081,30,NoStutteredWords
FluencyBank,081,31,NoStutteredWords
FluencyBank,081,35,Prolongation
FluencyBank,081,62,NoStutteredWords
FluencyBank,081,63,NoStutteredWords
FluencyBank,081,66,NoStutteredWords
FluencyBank,081,91,Interjection
FluencyBank,081,93,NoStutteredWords
FluencyBank,081,104,NoStutteredWords
FluencyBank,081,108,Interjection
FluencyBank,081,110,Interjection
FluencyBank,081,116,NoStutteredWords
FluencyBank,081,120,NoStutteredWords
FluencyBank,081,123,Rep
FluencyBank,081,140,NoStutteredWords
FluencyBank,081,142,Prolongation
FluencyBank,081,147,Prolongation
FluencyBank,081,163,Prolongation
FluencyBank,081,164,Interjection
FluencyBank,087,0,NoStutteredWords
FluencyBank,087,5,Rep
FluencyBank,087,10,Rep
FluencyBank,087,13,Interjection
FluencyBank,087,14,Interjection
FluencyBank,087,21,Rep
FluencyBank,087,30,Rep
FluencyBank,087,37,Rep
FluencyBank,087,55,Rep
FluencyBank,087,67,Rep
FluencyBank,087,76,Rep
FluencyBank,087,80,Interjection
FluencyBank,087,82,NoStutteredWords
FluencyBank,087,93,NoStutteredWords
FluencyBank,087,96,NoStutteredWords
FluencyBank,087,98,Interjection
FluencyBank,087,103,Rep
FluencyBank,087,106,Rep
FluencyBank,087,111,Rep
FluencyBank,089,3,Rep
FluencyBank,089,10,Prolongation
FluencyBank,089,12,Interjection
FluencyBank,089,17,Interjection
FluencyBank,089,23,Rep
FluencyBank,089,28,Block
FluencyBank,089,29,Interjection
FluencyBank,089,46,Rep
FluencyBank,089,53,NoStutteredWords
FluencyBank,089,54,Interjection
FluencyBank,089,61,NoStutteredWords
FluencyBank,089,64,NoStutteredWords
FluencyBank,089,75,NoStutteredWords
FluencyBank,089,81,Rep
FluencyBank,089,83,Interjection
FluencyBank,089,90,Rep
FluencyBank,089,93,Rep
FluencyBank,089,97,Rep
FluencyBank,089,99,Rep
FluencyBank,089,100,Interjection
FluencyBank,089,104,NoStutteredWords
FluencyBank,089,107,Rep
FluencyBank,089,108,NoStutteredWords
FluencyBank,089,109,NoStutteredWords
FluencyBank,089,110,Prolongation
FluencyBank,089,115,Interjection
FluencyBank,089,116,Rep
FluencyBank,089,118,NoStutteredWords
FluencyBank,089,119,Interjection
FluencyBank,089,122,Prolongation
FluencyBank,089,126,Rep
FluencyBank,089,130,Interjection
FluencyBank,089,131,Interjection
FluencyBank,093,1,NoStutteredWords
FluencyBank,093,7,NoStutteredWords
FluencyBank,093,8,NoStutteredWords
FluencyBank,093,13,NoSpeech
FluencyBank,093,15,Interjection
FluencyBank,093,17,Prolongation
FluencyBank,093,20,NoStutteredWords
FluencyBank,093,24,NoStutteredWords
FluencyBank,093,26,Rep
FluencyBank,093,29,Rep
FluencyBank,093,38,NoStutteredWords
FluencyBank,093,39,NoStutteredWords
FluencyBank,093,40,NoStutteredWords
FluencyBank,093,41,Prolongation
FluencyBank,093,44,NoStutteredWords
FluencyBank,093,45,NoStutteredWords
FluencyBank,093,47,NoStutteredWords
FluencyBank,093,48,Interjection
FluencyBank,093,50,NoStutteredWords
FluencyBank,093,51,NoStutteredWords
FluencyBank,093,56,Prolongation
FluencyBank,093,65,NoStutteredWords
FluencyBank,093,73,Rep
FluencyBank,093,78,NoStutteredWords
FluencyBank,093,80,NoStutteredWords
FluencyBank,093,82,NoStutteredWords
FluencyBank,093,83,NoStutteredWords
FluencyBank,093,87,NoStutteredWords
FluencyBank,093,88,NoStutteredWords
FluencyBank,093,90,NoStutteredWords
FluencyBank,096,3,NoStutteredWords
FluencyBank,096,4,NoStutteredWords
FluencyBank,096,5,NoStutteredWords
FluencyBank,096,15,NoStutteredWords
FluencyBank,096,17,Interjection
FluencyBank,096,20,NoStutteredWords
FluencyBank,096,25,NoStutteredWords
FluencyBank,096,31,Interjection
FluencyBank,096,39,NoStutteredWords
FluencyBank,096,43,Rep
FluencyBank,096,47,Rep
FluencyBank,096,59,NoStutteredWords
FluencyBank,096,60,Prolongation
FluencyBank,096,65,Rep
FluencyBank,096,73,NoStutteredWords
FluencyBank,096,74,Rep
FluencyBank,096,80,NoStutteredWords
FluencyBank,096,85,Interjection
FluencyBank,096,89,Rep
FluencyBank,096,91,Interjection
FluencyBank,097,4,NoStutteredWords
FluencyBank,097,5,NoStutteredWords
FluencyBank,097,10,NoStutteredWords
FluencyBank,097,11,NoStutteredWords
FluencyBank,097,16,Rep
FluencyBank,097,23,Prolongation
FluencyBank,097,30,Prolongation
FluencyBank,097,31,NoStutteredWords
FluencyBank,097,40,NoStutteredWords
FluencyBank,097,46,NoStutteredWords
FluencyBank,097,47,NoStutteredWords
FluencyBank,097,55,Prolongation
FluencyBank,097,71,NoStutteredWords
FluencyBank,097,79,Prolongation
FluencyBank,097,81,Prolongation
FluencyBank,097,82,NoStutteredWords
FluencyBank,097,83,NoStutteredWords
FluencyBank,097,84,NoStutteredWords
FluencyBank,097,95,NoStutteredWords
FluencyBank,097,110,NoStutteredWords
FluencyBank,097,119,NoStutteredWords
FluencyBank,097,129,Rep
FluencyBank,097,131,NoStutteredWords
FluencyBank,097,140,Prolongation
FluencyBank,097,143,NoStutteredWords
FluencyBank,097,144,Interjection
FluencyBank,097,154,NoStutteredWords
FluencyBank,097,164,Rep
FluencyBank,097,174,Prolongation
FluencyBank,097,182,Prolongation
FluencyBank,097,184,NoStutteredWords
FluencyBank,097,185,NoStutteredWords
FluencyBank,097,187,Prolongation
FluencyBank,098,0,NoStutteredWords
FluencyBank,098,11,Interjection
FluencyBank,098,16,NoStutteredWords
FluencyBank,098,19,NoStutteredWords
FluencyBank,098,36,Interjection
FluencyBank,098,38,NoStutteredWords
FluencyBank,098,41,Interjection
FluencyBank,098,51,Rep
FluencyBank,098,52,Interjection
FluencyBank,098,54,NoStutteredWords
FluencyBank,098,57,NoStutteredWords
FluencyBank,098,58,NoStutteredWords
FluencyBank,098,60,NoStutteredWords
FluencyBank,098,63,NoStutteredWords
FluencyBank,098,66,NoStutteredWords
FluencyBank,098,67,Interjection
FluencyBank,098,73,NoStutteredWords
FluencyBank,098,80,NoStutteredWords
FluencyBank,098,81,NoStutteredWords
FluencyBank,098,84,NoStutteredWords
FluencyBank,098,92,NoStutteredWords
FluencyBank,098,97,NoStutteredWords
FluencyBank,098,121,Interjection
FluencyBank,099,0,NoStutteredWords
FluencyBank,099,3,Interjection
FluencyBank,099,4,Interjection
FluencyBank,099,6,Interjection
FluencyBank,099,14,NoStutteredWords
FluencyBank,099,16,Rep
FluencyBank,099,22,NoStutteredWords
FluencyBank,099,24,Interjection
FluencyBank,099,25,NoStutteredWords
FluencyBank,099,26,NoStutteredWords
FluencyBank,099,31,NoStutteredWords
FluencyBank,099,38,NoStutteredWords
FluencyBank,099,40,NoStutteredWords
FluencyBank,099,44,Prolongation
FluencyBank,099,46,NoStutteredWords
FluencyBank,099,47,Interjection
FluencyBank,099,49,Interjection
FluencyBank,099,52,NoStutteredWords
FluencyBank,099,59,Interjection
FluencyBank,099,60,Interjection
FluencyBank,099,68,NoStutteredWords
FluencyBank,099,76,Block
FluencyBank,099,77,Interjection
FluencyBank,099,88,NoStutteredWords
FluencyBank,099,90,NoStutteredWords
FluencyBank,099,93,NoStutteredWords
FluencyBank,099,97,Rep
FluencyBank,099,99,Interjection
FluencyBank,099,101,NoStutteredWords
FluencyBank,099,104,Interjection
FluencyBank,099,105,Rep
FluencyBank,099,108,Interjection
FluencyBank,099,109,Rep
FluencyBank,099,116,Interjection
FluencyBank,099,119,NoStutteredWords
FluencyBank,099,120,NoStutteredWords
FluencyBank,099,122,Interjection
FluencyBank,099,127,Interjection
FluencyBank,099,129,NoStutteredWords
FluencyBank,099,131,Rep
FluencyBank,099,135,NoStutteredWords
FluencyBank,099,138,NoStutteredWords
FluencyBank,099,140,NoSpeech
FluencyBank,099,142,NoStutteredWords
FluencyBank,099,144,NoStutteredWords
FluencyBank,099,146,Interjection
FluencyBank,099,153,NoStutteredWords
FluencyBank,099,154,NoStutteredWords
FluencyBank,099,160,NoStutteredWords
FluencyBank,099,161,NoStutteredWords
FluencyBank,099,176,Interjection
FluencyBank,099,180,NoStutteredWords
FluencyBank,099,181,NoStutteredWords
FluencyBank,107,0,NoStutteredWords
FluencyBank,107,2,NoStutteredWords
FluencyBank,107,7,NoStutteredWords
FluencyBank,107,8,NoStutteredWords
FluencyBank,107,9,NoStutteredWords
FluencyBank,107,17,NoSpeech
FluencyBank,107,20,NoStutteredWords
FluencyBank,107,21,NoStutteredWords
FluencyBank,107,24,NoStutteredWords
FluencyBank,107,25,NoStutteredWords
FluencyBank,107,26,NoStutteredWords
FluencyBank,107,28,NoStutteredWords
FluencyBank,107,34,NoStutteredWords
FluencyBank,107,36,Interjection
FluencyBank,107,42,NoStutteredWords
FluencyBank,107,46,NoStutteredWords
FluencyBank,107,51,Interjection
FluencyBank,107,52,Interjection
FluencyBank,107,55,Interjection
FluencyBank,107,59,NoStutteredWords
FluencyBank,107,61,Interjection
FluencyBank,107,62,NoStutteredWords
FluencyBank,107,63,NoStutteredWords
FluencyBank,107,64,Interjection
FluencyBank,107,66,NoStutteredWords
FluencyBank,107,71,NoStutteredWords
FluencyBank,107,73,Interjection
FluencyBank,107,78,NoStutteredWords
FluencyBank,107,80,NoStutteredWords
FluencyBank,107,87,NoStutteredWords
FluencyBank,107,95,NoStutteredWords
FluencyBank,109,4,NoStutteredWords
FluencyBank,109,16,NoStutteredWords
FluencyBank,109,17,NoStutteredWords
FluencyBank,109,20,NoStutteredWords
FluencyBank,109,22,NoStutteredWords
FluencyBank,109,31,Interjection
FluencyBank,109,36,Rep
FluencyBank,109,40,Interjection
FluencyBank,109,41,NoStutteredWords
FluencyBank,109,50,Interjection
FluencyBank,109,57,NoStutteredWords
FluencyBank,109,60,NoStutteredWords
FluencyBank,109,65,Rep
FluencyBank,109,69,NoStutteredWords
FluencyBank,109,71,NoStutteredWords
FluencyBank,109,76,NoStutteredWords
FluencyBank,109,82,NoStutteredWords
FluencyBank,111,0,Interjection
FluencyBank,111,13,NoStutteredWords
FluencyBank,111,14,NoStutteredWords
FluencyBank,111,15,NoStutteredWords
FluencyBank,111,17,NoStutteredWords
FluencyBank,111,19,NoStutteredWords
FluencyBank,111,26,Interjection
FluencyBank,111,29,NoStutteredWords
FluencyBank,111,32,Prolongation
FluencyBank,111,37,NoStutteredWords
FluencyBank,111,38,NoStutteredWords
FluencyBank,111,40,NoStutteredWords
FluencyBank,111,41,NoStutteredWords
FluencyBank,111,44,Interjection
FluencyBank,111,45,NoStutteredWords
FluencyBank,111,50,NoStutteredWords
FluencyBank,111,53,Interjection
FluencyBank,111,66,NoStutteredWords
FluencyBank,111,75,Interjection
FluencyBank,111,76,Rep
FluencyBank,111,80,NoStutteredWords
FluencyBank,111,83,Interjection
FluencyBank,111,84,NoStutteredWords
FluencyBank,111,85,NoStutteredWords
FluencyBank,111,86,Rep
FluencyBank,111,90,Rep
FluencyBank,111,95,NoStutteredWords
FluencyBank,111,96,NoStutteredWords
FluencyBank,111,98,Rep
FluencyBank,111,101,Block
FluencyBank,111,102,Interjection
FluencyBank,111,114,NoStutteredWords
FluencyBank,111,116,NoStutteredWords
FluencyBank,111,118,NoStutteredWords
FluencyBank,111,119,NoStutteredWords
FluencyBank,111,123,NoStutteredWords
FluencyBank,111,127,NoStutteredWords
FluencyBank,111,129,NoStutteredWords
FluencyBank,111,130,NoStutteredWords
FluencyBank,111,133,Rep
FluencyBank,111,140,NoStutteredWords
FluencyBank,111,154,NoStutteredWords
FluencyBank,111,156,NoStutteredWords
FluencyBank,111,162,NoStutteredWords
FluencyBank,111,163,NoStutteredWords
FluencyBank,111,164,Interjection
FluencyBank,118,0,NoStutteredWords
FluencyBank,118,2,NoStutteredWords
FluencyBank,118,5,NoStutteredWords
FluencyBank,118,6,NoStutteredWords
FluencyBank,118,9,NoStutteredWords
FluencyBank,118,15,NoStutteredWords
FluencyBank,118,22,Interjection
FluencyBank,118,24,NoStutteredWords
FluencyBank,118,25,NoStutteredWords
FluencyBank,118,29,NoStutteredWords
FluencyBank,118,36,NoStutteredWords
FluencyBank,118,37,Interjection
FluencyBank,118,38,NoStutteredWords
FluencyBank,118,39,NoStutteredWords
FluencyBank,118,44,NoStutteredWords
FluencyBank,118,50,Interjection
FluencyBank,118,51,NoStutteredWords
FluencyBank,118,54,NoStutteredWords
FluencyBank,118,58,Prolongation
FluencyBank,118,59,NoStutteredWords
FluencyBank,118,60,NoStutteredWords
FluencyBank,118,61,NoStutteredWords
FluencyBank,118,63,NoStutteredWords
FluencyBank,118,67,NoStutteredWords
FluencyBank,118,69,NoStutteredWords
FluencyBank,118,70,Interjection
FluencyBank,118,71,NoStutteredWords
FluencyBank,118,72,NoStutteredWords
FluencyBank,118,73,Prolongation
FluencyBank,118,74,Interjection
FluencyBank,118,75,NoStutteredWords
FluencyBank,118,81,NoStutteredWords
FluencyBank,118,83,NoStutteredWords
FluencyBank,118,84,NoStutteredWords
FluencyBank,118,89,NoStutteredWords
FluencyBank,118,90,NoStutteredWords
FluencyBank,118,91,Interjection
FluencyBank,118,92,NoStutteredWords
FluencyBank,118,105,NoStutteredWords
FluencyBank,118,108,NoStutteredWords
FluencyBank,118,109,NoStutteredWords
FluencyBank,121,3,NoStutteredWords
FluencyBank,121,25,NoStutteredWords
FluencyBank,121,28,Rep
FluencyBank,121,31,NoStutteredWords
FluencyBank,121,33,NoStutteredWords
FluencyBank,121,37,NoStutteredWords
FluencyBank,121,56,NoStutteredWords
FluencyBank,121,60,Interjection
FluencyBank,121,63,Rep
FluencyBank,121,77,NoStutteredWords
FluencyBank,121,79,NoStutteredWords
FluencyBank,121,94,Interjection
FluencyBank,121,99,NoStutteredWords
FluencyBank,121,103,NoStutteredWords
FluencyBank,121,111,NoStutteredWords
FluencyBank,121,115,Rep
FluencyBank,121,117,NoStutteredWords
FluencyBank,121,119,NoStutteredWords
FluencyBank,121,122,Interjection
FluencyBank,121,131,Rep
FluencyBank,121,133,NoStutteredWords
FluencyBank,121,138,Block
FluencyBank,121,141,Interjection
FluencyBank,121,142,NoStutteredWords
FluencyBank,132,13,Interjection
FluencyBank,132,17,Interjection
FluencyBank,132,32,NoStutteredWords
FluencyBank,132,60,NoStutteredWords
FluencyBank,132,61,NoStutteredWords
FluencyBank,132,73,NoStutteredWords
FluencyBank,132,81,Interjection
FluencyBank,132,82,Interjection
FluencyBank,132,85,Rep
FluencyBank,132,88,Rep
FluencyBank,132,92,Interjection
FluencyBank,132,97,NoStutteredWords
FluencyBank,147,10,Rep
FluencyBank,147,14,Unsure
FluencyBank,147,32,NoStutteredWords
FluencyBank,147,45,NoStutteredWords
FluencyBank,147,48,Rep
FluencyBank,147,55,Prolongation
FluencyBank,147,56,Rep
FluencyBank,147,57,Interjection
FluencyBank,147,59,NoStutteredWords
FluencyBank,147,61,NoStutteredWords
FluencyBank,147,64,NoStutteredWords
FluencyBank,147,69,Rep
FluencyBank,147,88,NoStutteredWords
FluencyBank,147,90,Interjection
FluencyBank,147,107,NoStutteredWords
FluencyBank,173,1,Rep
FluencyBank,173,3,NoStutteredWords
FluencyBank,173,14,Interjection
FluencyBank,173,19,Interjection
FluencyBank,173,23,Rep
FluencyBank,173,27,NoStutteredWords
FluencyBank,173,28,NoStutteredWords
FluencyBank,173,29,NoSpeech
FluencyBank,173,37,Interjection
FluencyBank,173,39,Interjection
FluencyBank,173,42,Prolongation
FluencyBank,173,51,Rep
FluencyBank,173,57,Interjection
FluencyBank,173,68,NoSpeech
FluencyBank,173,71,NoStutteredWords
FluencyBank,178,9,NoStutteredWords
FluencyBank,178,12,Prolongation
FluencyBank,178,13,Rep
